name,type,variable_description,variable,value,annotation,year,date,geography_id,change_rate
"Drexel Heights CDP, Arizona",place,Median Household Income,B19013_001E,44495.0,,2012,2012-12-31,1600000US0420540,-4.9130230371415164
"Dripping Springs CDP, Arizona",place,Median Household Income,B19013_001E,42000.0,,2012,2012-12-31,1600000US0420560,-12.5
"Drysdale CDP, Arizona",place,Median Household Income,B19013_001E,31076.0,,2012,2012-12-31,1600000US0420570,-3.7268812540661056
"Dudleyville CDP, Arizona",place,Median Household Income,B19013_001E,26728.0,,2012,2012-12-31,1600000US0420680,2.634206282159579
"Duncan town, Arizona",place,Median Household Income,B19013_001E,35804.0,,2012,2012-12-31,1600000US0420750,-13.856073911892786
"Eagar town, Arizona",place,Median Household Income,B19013_001E,51941.0,,2012,2012-12-31,1600000US0420960,5.386925293186696
"East Fork CDP, Arizona",place,Median Household Income,B19013_001E,14565.0,,2012,2012-12-31,1600000US0421310,5.696661828737294
"East Globe CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0421410,0.0
"East Verde Estates CDP, Arizona",place,Median Household Income,B19013_001E,40913.0,,2012,2012-12-31,1600000US0421545,-18.28186793432669
"Ehrenberg CDP, Arizona",place,Median Household Income,B19013_001E,28125.0,,2012,2012-12-31,1600000US0421800,-2.408133523023004
"El Capitan CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0421900,0.0
"Elephant Head CDP, Arizona",place,Median Household Income,B19013_001E,73250.0,,2012,2012-12-31,1600000US0421980,-0.5660607870552671
"Elfrida CDP, Arizona",place,Median Household Income,B19013_001E,37500.0,,2012,2012-12-31,1600000US0422080,9.090909090909085
"Elgin CDP, Arizona",place,Median Household Income,B19013_001E,74500.0,,2012,2012-12-31,1600000US0422150,-31.230557632485024
"El Mirage city, Arizona",place,Median Household Income,B19013_001E,47076.0,,2012,2012-12-31,1600000US0422220,-2.096331420014974
"Eloy city, Arizona",place,Median Household Income,B19013_001E,30370.0,,2012,2012-12-31,1600000US0422360,-5.548298811967412
"El Prado Estates CDP, Arizona",place,Median Household Income,B19013_001E,12250.0,,2012,2012-12-31,1600000US0422400,-52.03977762117298
"First Mesa CDP, Arizona",place,Median Household Income,B19013_001E,43555.0,,2012,2012-12-31,1600000US0423512,-0.5071156086529416
"Flagstaff city, Arizona",place,Median Household Income,B19013_001E,48676.0,,2012,2012-12-31,1600000US0423620,-0.16817752984125134
"Florence town, Arizona",place,Median Household Income,B19013_001E,45114.0,,2012,2012-12-31,1600000US0423760,5.998449284556284
"Flowing Springs CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0423955,-1009482.2066104441
"Flowing Wells CDP, Arizona",place,Median Household Income,B19013_001E,32696.0,,2012,2012-12-31,1600000US0423960,-3.3577677938046784
"Fort Apache CDP, Arizona",place,Median Household Income,B19013_001E,72813.0,,2012,2012-12-31,1600000US0424250,-100.01092195001092
"Fort Defiance CDP, Arizona",place,Median Household Income,B19013_001E,38051.0,,2012,2012-12-31,1600000US0424460,-14.343920941854448
"Fort Mohave CDP, Arizona",place,Median Household Income,B19013_001E,44122.0,,2012,2012-12-31,1600000US0424895,-0.6954603767639678
"Fort Thomas CDP, Arizona",place,Median Household Income,B19013_001E,28940.0,,2012,2012-12-31,1600000US0424950,2.088330746437128
"Fortuna Foothills CDP, Arizona",place,Median Household Income,B19013_001E,52098.0,,2012,2012-12-31,1600000US0425030,4.152256052457971
"Fort Valley CDP, Arizona",place,Median Household Income,B19013_001E,83814.0,,2012,2012-12-31,1600000US0425045,10.856281247520027
"Fountain Hills town, Arizona",place,Median Household Income,B19013_001E,75718.0,,2012,2012-12-31,1600000US0425300,1.5653713565210392
"Franklin CDP, Arizona",place,Median Household Income,B19013_001E,4306.0,,2012,2012-12-31,1600000US0425650,-100.00064590000065
"Fredonia town, Arizona",place,Median Household Income,B19013_001E,41389.0,,2012,2012-12-31,1600000US0425720,-11.382079006530356
"Freedom Acres CDP, Arizona",place,Median Household Income,B19013_001E,38250.0,,2012,2012-12-31,1600000US0425735,7.840649581324532
"Gadsden CDP, Arizona",place,Median Household Income,B19013_001E,29708.0,,2012,2012-12-31,1600000US0426070,3.924998250892053
"Ganado CDP, Arizona",place,Median Household Income,B19013_001E,34167.0,,2012,2012-12-31,1600000US0426210,16.58704702108784
"Geronimo Estates CDP, Arizona",place,Median Household Income,B19013_001E,35938.0,,2012,2012-12-31,1600000US0426780,2.679999999999993
"Gila Bend town, Arizona",place,Median Household Income,B19013_001E,32974.0,,2012,2012-12-31,1600000US0427050,1.001623426348508
"Gila Crossing CDP, Arizona",place,Median Household Income,B19013_001E,32083.0,,2012,2012-12-31,1600000US0427260,5.47720024986027
"Gilbert town, Arizona",place,Median Household Income,B19013_001E,80121.0,,2012,2012-12-31,1600000US0427400,0.03870645523784688
"Gisela CDP, Arizona",place,Median Household Income,B19013_001E,34940.0,,2012,2012-12-31,1600000US0427540,-32.95596277463302
"Glendale city, Arizona",place,Median Household Income,B19013_001E,50567.0,,2012,2012-12-31,1600000US0427820,-1.9449292224161363
"Globe city, Arizona",place,Median Household Income,B19013_001E,36992.0,,2012,2012-12-31,1600000US0428030,5.821437766398718
"Gold Canyon CDP, Arizona",place,Median Household Income,B19013_001E,64927.0,,2012,2012-12-31,1600000US0428140,0.430014385373334
"Golden Shores CDP, Arizona",place,Median Household Income,B19013_001E,27287.0,,2012,2012-12-31,1600000US0428190,-23.67272727272727
"Golden Valley CDP, Arizona",place,Median Household Income,B19013_001E,37626.0,,2012,2012-12-31,1600000US0428195,2.4840660238601098
"Goodyear city, Arizona",place,Median Household Income,B19013_001E,72368.0,,2012,2012-12-31,1600000US0428380,-0.18206896551724586
"Goodyear Village CDP, Arizona",place,Median Household Income,B19013_001E,33594.0,,2012,2012-12-31,1600000US0428465,-57.265522636781114
"Grand Canyon Village CDP, Arizona",place,Median Household Income,B19013_001E,39167.0,,2012,2012-12-31,1600000US0428981,-34.57008736907168
"Grand Canyon West CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0428985,0.0
"Greasewood CDP, Arizona",place,Median Household Income,B19013_001E,24758.0,,2012,2012-12-31,1600000US0429430,0.2835385612443231
"Green Valley CDP, Arizona",place,Median Household Income,B19013_001E,44830.0,,2012,2012-12-31,1600000US0429710,0.902563640865206
"Greer CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0429850,0.0
"Guadalupe town, Arizona",place,Median Household Income,B19013_001E,33396.0,,2012,2012-12-31,1600000US0430270,-9.370674916551335
"Gu Oidak CDP, Arizona",place,Median Household Income,B19013_001E,32321.0,,2012,2012-12-31,1600000US0430550,-100.00484815000486
"Hackberry CDP, Arizona",place,Median Household Income,B19013_001E,118542.0,,2012,2012-12-31,1600000US0430830,1.9716129032258056
"Haigler Creek CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0430840,0.0
"Haivana Nakya CDP, Arizona",place,Median Household Income,B19013_001E,48553.0,,2012,2012-12-31,1600000US0430850,6.1940902429955536
"Hard Rock CDP, Arizona",place,Median Household Income,B19013_001E,14688.0,,2012,2012-12-31,1600000US0431182,-30.057142857142857
"Hayden town, Arizona",place,Median Household Income,B19013_001E,37778.0,,2012,2012-12-31,1600000US0432020,24.445762097703994
"Heber-Overgaard CDP, Arizona",place,Median Household Income,B19013_001E,23621.0,,2012,2012-12-31,1600000US0432310,-19.15876655600808
"Holbrook city, Arizona",place,Median Household Income,B19013_001E,50117.0,,2012,2012-12-31,1600000US0433280,-0.9741157873937922
"Hondah CDP, Arizona",place,Median Household Income,B19013_001E,41094.0,,2012,2012-12-31,1600000US0433440,18.351477449455665
"Hotevilla-Bacavi CDP, Arizona",place,Median Household Income,B19013_001E,39531.0,,2012,2012-12-31,1600000US0433945,-7.123558019876421
"Houck CDP, Arizona",place,Median Household Income,B19013_001E,19138.0,,2012,2012-12-31,1600000US0433980,3.3592568589328127
"Huachuca City town, Arizona",place,Median Household Income,B19013_001E,38351.0,,2012,2012-12-31,1600000US0434120,-0.7890107615894038
"Hunter Creek CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0434700,0.0
"Icehouse Canyon CDP, Arizona",place,Median Household Income,B19013_001E,35208.0,,2012,2012-12-31,1600000US0434980,-42.685051034527675
"Indian Wells CDP, Arizona",place,Median Household Income,B19013_001E,41719.0,,2012,2012-12-31,1600000US0435310,6.06615310299239
"Jakes Corner CDP, Arizona",place,Median Household Income,B19013_001E,14821.0,,2012,2012-12-31,1600000US0436010,-64.60656716417911
"Jeddito CDP, Arizona",place,Median Household Income,B19013_001E,23125.0,,2012,2012-12-31,1600000US0436150,33.879465061077966
"Jerome town, Arizona",place,Median Household Income,B19013_001E,35000.0,,2012,2012-12-31,1600000US0436290,-39.784946236559136
"Joseph City CDP, Arizona",place,Median Household Income,B19013_001E,55521.0,,2012,2012-12-31,1600000US0436430,9.820792784239263
"Kachina Village CDP, Arizona",place,Median Household Income,B19013_001E,48555.0,,2012,2012-12-31,1600000US0436475,7.175966802048395
"Kaibab CDP, Arizona",place,Median Household Income,B19013_001E,37557.0,,2012,2012-12-31,1600000US0436500,43.07428571428571
"Kaibito CDP, Arizona",place,Median Household Income,B19013_001E,35357.0,,2012,2012-12-31,1600000US0436640,-9.96664205138652
"Kaka CDP, Arizona",place,Median Household Income,B19013_001E,34792.0,,2012,2012-12-31,1600000US0436780,-100.00521880000521
"Katherine CDP, Arizona",place,Median Household Income,B19013_001E,39010.0,,2012,2012-12-31,1600000US0436920,-1.8295291541887917
"Kayenta CDP, Arizona",place,Median Household Income,B19013_001E,23400.0,,2012,2012-12-31,1600000US0436990,-25.5180316389216
"Keams Canyon CDP, Arizona",place,Median Household Income,B19013_001E,40938.0,,2012,2012-12-31,1600000US0437130,-30.14350801153525
"Kearny town, Arizona",place,Median Household Income,B19013_001E,50556.0,,2012,2012-12-31,1600000US0437200,-1.8234780075735533
"Kingman city, Arizona",place,Median Household Income,B19013_001E,44859.0,,2012,2012-12-31,1600000US0437620,-4.646614943139547
"Kino Springs CDP, Arizona",place,Median Household Income,B19013_001E,24861.0,,2012,2012-12-31,1600000US0437935,-41.969141710044106
"Klagetoh CDP, Arizona",place,Median Household Income,B19013_001E,26500.0,,2012,2012-12-31,1600000US0438250,-10.924369747899156
"Kohatk CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0438530,0.0
"Kohls Ranch CDP, Arizona",place,Median Household Income,B19013_001E,48977.0,,2012,2012-12-31,1600000US0438600,0.2517705817333349
"Komatke CDP, Arizona",place,Median Household Income,B19013_001E,9427.0,,2012,2012-12-31,1600000US0438655,-0.8831878877089694
"Ko Vaya CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0438950,0.0
"Kykotsmovi Village CDP, Arizona",place,Median Household Income,B19013_001E,35833.0,,2012,2012-12-31,1600000US0439100,14.18328978395258
"Lake Havasu City city, Arizona",place,Median Household Income,B19013_001E,42428.0,,2012,2012-12-31,1600000US0439370,-3.7237060064898233
"Lake Montezuma CDP, Arizona",place,Median Household Income,B19013_001E,42224.0,,2012,2012-12-31,1600000US0439720,5.462447236306423
"Lake of the Woods CDP, Arizona",place,Median Household Income,B19013_001E,41378.0,,2012,2012-12-31,1600000US0439790,1.9815645487257785
"La Paz Valley CDP, Arizona",place,Median Household Income,B19013_001E,56179.0,,2012,2012-12-31,1600000US0440160,-5.763650088065085
"Lazy Y U CDP, Arizona",place,Median Household Income,B19013_001E,87768.0,,2012,2012-12-31,1600000US0440400,2.5602673615574334
"LeChee CDP, Arizona",place,Median Household Income,B19013_001E,70357.0,,2012,2012-12-31,1600000US0440415,3.4114292433417677
"Leupp CDP, Arizona",place,Median Household Income,B19013_001E,24886.0,,2012,2012-12-31,1600000US0440630,-11.336753598403881
"Linden CDP, Arizona",place,Median Household Income,B19013_001E,46802.0,,2012,2012-12-31,1600000US0441085,-4.170847068940809
"Litchfield Park city, Arizona",place,Median Household Income,B19013_001E,77321.0,,2012,2012-12-31,1600000US0441330,0.4547167114887341
"Littlefield CDP, Arizona",place,Median Household Income,B19013_001E,33068.0,,2012,2012-12-31,1600000US0441470,-19.0164817671981
"Littletown CDP, Arizona",place,Median Household Income,B19013_001E,35000.0,,2012,2012-12-31,1600000US0441540,4.2815004618180765
"Lower Santan Village CDP, Arizona",place,Median Household Income,B19013_001E,24750.0,,2012,2012-12-31,1600000US0442460,-45.70344207270254
